-53.60775375366211,146.67701721191406,-162.97479248046875,1
-53.927276611328125,174.57826232910156,179.86639404296875,1
-79.12316131591797,45.45474624633789,-51.281883239746094,1
-56.94024658203125,120.32892608642578,-142.24815368652344,1
-40.39067077636719,166.54444885253906,-178.4647674560547,1
-68.26190948486328,11.725380897521973,-20.681163787841797,1
-51.07905960083008,167.21388244628906,179.2809600830078,1
-77.87410736083984,107.31607055664062,-121.01638793945312,1
-52.970603942871094,133.40170288085938,-150.79254150390625,1
-55.52827072143555,176.5759735107422,166.24453735351562,1
-70.68763732910156,84.13481140136719,-102.5953598022461,1
-39.152103424072266,179.38182067871094,161.17431640625,1
-73.04562377929688,142.80682373046875,-154.77903747558594,1
-74.43864440917969,93.85672760009766,-108.41592407226562,1
-26.067506790161133,159.24183654785156,174.16049194335938,1
-24.94707489013672,169.56820678710938,174.08334350585938,1
-56.611427307128906,124.60890197753906,-148.8902587890625,1
-61.986122131347656,130.47589111328125,-144.34942626953125,1
-68.52638244628906,149.4935302734375,-159.6545867919922,1
-42.75739669799805,166.4620361328125,174.89892578125,1
-58.731388092041016,174.49317932128906,173.35147094726562,1
-70.31954193115234,158.44773864746094,-168.29257202148438,1
-56.574256896972656,147.0686492919922,-166.7149200439453,1
-35.16757583618164,-172.74127197265625,169.46905517578125,1
-58.1287727355957,147.6953887939453,-158.98916625976562,1
-64.01419830322266,54.846099853515625,-72.78646087646484,1
-23.836523056030273,160.24314880371094,172.58261108398438,1
-85.07511138916016,68.29570007324219,-82.63741302490234,1
-61.664371490478516,147.63291931152344,-170.18966674804688,1
-60.27804183959961,126.89766693115234,-154.39028930664062,1
-27.8963680267334,175.60391235351562,161.18060302734375,1
-65.39154815673828,83.63388061523438,-90.13391876220703,1
-54.115028381347656,159.37486267089844,167.2286376953125,1
-65.25082397460938,166.60415649414062,177.82008361816406,1
-84.97208404541016,-131.75567626953125,124.9794921875,1
-43.831050872802734,171.26416015625,174.40171813964844,1
-43.43156433105469,173.62461853027344,163.5431671142578,1
-69.9420394897461,163.93104553222656,-173.556396484375,1
-77.3763656616211,81.75177001953125,-90.91263580322266,1
-16.29327964782715,156.7834014892578,-170.82411193847656,1
-63.476566314697266,86.88154602050781,-101.29457092285156,1
-55.295005798339844,144.5097198486328,-163.42396545410156,1
-59.127803802490234,160.16107177734375,172.8798370361328,1
-72.20465087890625,53.24713897705078,-69.00904083251953,1
-81.0893783569336,72.58028411865234,-83.4457778930664,1
-63.87228012084961,161.83226013183594,177.20187377929688,1
-60.946434020996094,148.7398223876953,-168.35983276367188,1
-64.52066040039062,133.83494567871094,-164.40415954589844,1
-47.12830352783203,154.24301147460938,-172.5100860595703,1
-56.90790939331055,-177.37033081054688,158.0906524658203,1
-46.508609771728516,152.49794006347656,179.25048828125,1
-37.84318923950195,135.71156311035156,-144.99984741210938,1
